Symbol,Description,ISIN,Price,Price - Currency,"Price change %, 1 day","Volume, 1 day","Relative volume, 1 day",Market capitalization,Market capitalization - Currency,Price to earnings ratio,"Earnings per share diluted, Trailing 12 months","Earnings per share diluted, Trailing 12 months - Currency","Earnings per share diluted growth %, TTM YoY","Dividend yield %, Trailing 12 months",Sector,Exchange
PIIND,PI Industries Limited,INE603J01030,2808,INR,-0.7773851590106008,10329,0.507722254446072,429362292023,INR,32.25465555979287,87.0572,INR,-20.44892155751876,0.530035335689046,Process industries,BSE
GLAND,Gland Pharma Ltd.,INE068V01023,2583.1,INR,0.15120967741935837,765513,1.8962173644983111,425150607502,INR,41.44365293287126,62.328,INR,47.00450721366458,0.69840530788034,Health technology,NSE
GLAND,Gland Pharma Ltd.,INE068V01023,2580.8,INR,-0.05228201305113603,71097,1.010645632220344,425150607502,INR,41.4067513797972,62.328,INR,47.00450721366458,0.69840530788034,Health technology,BSE
PETRONET,Petronet Lng Limited,INE347G01014,285,INR,0.05265929436544752,1436491,0.7236046972892989,424500034546,INR,10.925693781555129,26.0853,INR,-1.5072967207234436,3.53356890459364,Utilities,NSE
PETRONET,Petronet Lng Limited,INE347G01014,283.5,INR,0.17667844522968199,16534,0.09600293571333596,424500034546,INR,10.868190130073259,26.0853,INR,-1.5072967207234436,3.53356890459364,Utilities,BSE
ASTERDM,Aster DM Quality Care Limited,INE914M01019,830.15,INR,1.7340686274509778,35621,0.6563566411403554,421698721176,INR,110.32040292894258,7.5249,INR,-93.02322347120801,0.982921734856862,Health services,BSE
ASTERDM,Aster DM Quality Care Limited,INE914M01019,834.7,INR,2.398331595411896,785776,1.5497354443091929,421698721176,INR,110.92506212707147,7.5249,INR,-93.02322347120801,0.982921734856862,Health services,NSE
EMBASSY.RR,Embassy Office Parks REIT,INE041025011,440.35,INR,-0.6071686529433004,390914,0.5017314183769076,420210770587,INR,110.25287931897847,3.994,INR,-76.35049116844206,5.70255577361214,Finance,NSE
EMBASSY,Embassy Office Parks REIT,INE041025011,441,INR,-0.5076142131979695,15219,0.25700954307725826,420210770587,INR,110.41562343515272,3.994,INR,-76.35049116844206,5.70255577361214,Finance,BSE
POONAWALLA,Poonawalla Fincorp Limited,INE511C01022,469.65,INR,-0.47679593134138587,477616,0.47925014715175807,413966438321,INR,49.541139240506325,9.48,INR,,0,Finance,NSE
POONAWALLA,Poonawalla Fincorp Limited,INE511C01022,464,INR,-1.3080931617568812,22408,0.27764217266647,413966438321,INR,48.94514767932489,9.48,INR,,0,Finance,BSE
NLCINDIA,NLC India Limited,INE589A01014,301,INR,1.006711409395973,50300,0.36187180529426366,413217705811,INR,11.849553968616396,25.4018,INR,34.371197934850464,1.71140939597315,Utilities,BSE
NLCINDIA,NLC India Limited,INE589A01014,300.7,INR,0.8891125650058639,1454291,0.7097115424172515,413217705811,INR,11.837743781936712,25.4018,INR,34.371197934850464,1.71140939597315,Utilities,NSE
IRCTC,Indian Railway Catering & Tourism Corp. Ltd.,INE335Y01020,510.25,INR,-0.6329113924050633,927912,1.000791433620851,410400000000,INR,29.294071718087977,17.4182,INR,5.973972244361563,1.85185185185185,Consumer services,NSE
IRCTC,Indian Railway Catering & Tourism Corp. Ltd.,INE335Y01020,510.1,INR,-0.5653021442495082,71066,0.5160948296834778,410400000000,INR,29.285460036054246,17.4182,INR,5.973972244361563,1.85185185185185,Consumer services,BSE
3MINDIA,3M India Limited,INE470A01017,35725,INR,-0.6396884995132804,1536,0.44034172352502726,404658782678,INR,77.05079119138533,463.6552,INR,9.713635596747693,0.445415078135548,Producer manufacturing,NSE
3MINDIA,3M India Limited,INE470A01017,35810.2,INR,-0.013402205779709369,102,0.43037974683544306,404658782678,INR,77.2345484316794,463.6552,INR,9.713635596747693,0.445415078135548,Producer manufacturing,BSE
CPPLUS,Aditya Infotech Limited,INE819V01029,3499.2,INR,2.0561728935164933,167512,1.0036073354546375,402247275639,INR,111.03777416734361,31.5136,INR,,0.0480487519043713,Consumer durables,NSE
CPPLUS,Aditya Infotech Limited,INE819V01029,3480,INR,0.0834028356964163,8827,0.7446745686927911,402247275639,INR,110.4285134037368,31.5136,INR,,0.0480487519043713,Consumer durables,BSE
HUDCO,Housing & Urban Development Corp. Ltd.,INE031A01017,203.41,INR,2.0212659243655335,2681603,1.0524414388776755,399479155981,INR,9.568227895140387,21.2589,INR,52.99786252509915,2.33024304685542,Finance,NSE
HUDCO,Housing & Urban Development Corp. Ltd.,INE031A01017,201.55,INR,0.9516654144753346,329864,1.6804477743481379,399479155981,INR,9.480735127405463,21.2589,INR,52.99786252509915,2.33024304685542,Finance,BSE
CONCOR,Container Corporation of India Limited,INE111A01025,515,INR,-1.9047619047619049,1523968,0.5031334083273172,398173839238,INR,31.546514263312325,16.3251,INR,-4.145357610489044,2.21882172915073,Transportation,NSE
CONCOR,Container Corporation of India Limited,INE111A01025,517,INR,-1.1094108645753549,76649,0.4721382443743055,398173839238,INR,31.66902499831548,16.3251,INR,-4.145357610489044,2.21882172915073,Transportation,BSE
PATANJALI,Patanjali Foods Limited,INE619A01035,360,INR,-0.5524861878453038,203465,0.3404309643683986,393867666016,INR,21.58273381294964,16.68,INR,39.25413880331606,1.1510138121547,Process industries,BSE
PATANJALI,Patanjali Foods Limited,INE619A01035,359.9,INR,-1.1263736263736326,4508428,0.7254487861825875,393867666016,INR,21.57673860911271,16.68,INR,39.25413880331606,1.1510138121547,Process industries,NSE
NH,Narayana Hrudayalaya Ltd.,INE410P01011,1919.4,INR,-0.01562744178777697,866179,2.648573047440329,392239885104,INR,47.92210224080894,40.0525,INR,3.7298995397839665,0.234454372574049,Health services,NSE
NH,Narayana Hrudayalaya Ltd.,INE410P01011,1921.9,INR,0.1328574777919703,19006,0.5242976629223401,392239885104,INR,47.98452031708383,40.0525,INR,3.7298995397839665,0.234454372574049,Health services,BSE
ASTRAL,Astral Limited,INE006I01046,1448,INR,0.8637503482864372,245864,0.43361645691066103,389542712402,INR,72.49206492245152,19.9746,INR,2.4701048063160838,0.258620689655172,Producer manufacturing,NSE
ASTRAL,Astral Limited,INE006I01046,1449.7,INR,-0.020689655172410656,13139,0.32357048044268977,389542712402,INR,72.57717300972236,19.9746,INR,2.4701048063160838,0.258620689655172,Producer manufacturing,BSE
ENDURANCE,Endurance Technologies Ltd.,INE913H01037,2880,INR,5.5350959160116595,7534,0.5395804536371905,388644391874,INR,42.56639914867201,67.659,INR,13.792929462814099,0.416221791925297,Producer manufacturing,BSE
ENDURANCE,Endurance Technologies Ltd.,INE913H01037,2838.7,INR,1.8331180944181342,239750,1.7679439862251538,388644391874,INR,41.95598516088029,67.659,INR,13.792929462814099,0.416221791925297,Producer manufacturing,NSE
MEDANTA,Global Health Limited,INE474Q01031,1433.7,INR,-0.6444906444906413,7692,0.3071983130451452,388371852104,INR,69.31344062888277,20.6843,INR,4.002353142299741,0.034615251479802,Health services,BSE
MEDANTA,Global Health Limited,INE474Q01031,1435.1,INR,-0.6782476295937561,197187,0.573746069783993,388371852104,INR,69.38112481447281,20.6843,INR,4.002353142299741,0.034615251479802,Health services,NSE
NAVINFLUOR,Navin Fluorine International Limited,INE048G01026,7641.7,INR,1.990644039746143,8334,0.4621629715071593,386493051133,INR,58.7055389106553,130.17,INR,123.89060887512898,0.200394152737504,Process industries,BSE
NAVINFLUOR,Navin Fluorine International Limited,INE048G01026,7629,INR,0.9794837855724686,197050,1.5068025962426665,386493051133,INR,58.60797418760084,130.17,INR,123.89060887512898,0.200394152737504,Process industries,NSE
INDOMIM,INDO-MIM Limited,INE084101034,769.4,INR,-0.09738362656625332,3399506,,380305245038,INR,,,,,0,Producer manufacturing,NSE
INDOMIM,INDO-MIM Limited,INE084101034,769.55,INR,0.05850994669092859,171390,,380305245038,INR,,,,,0,Producer manufacturing,BSE
UBL,United Breweries Limited,INE686F01025,1434.1,INR,-0.29894327030034634,166105,0.757807670461674,380214607666,INR,91.77417703373777,15.6264,INR,-6.456749476204718,0.695410292072323,Consumer non-durables,NSE
UBL,United Breweries Limited,INE686F01025,1449,INR,1.1235955056179712,8355,0.4886622177251911,380214607666,INR,92.72769159883275,15.6264,INR,-6.456749476204718,0.695410292072323,Consumer non-durables,BSE
COCHINSHIP,Cochin Shipyard Limited,INE704P01025,1430,INR,-0.6944444444444444,41654,0.6218184315259289,378836323242,INR,52.50403877221325,27.236,INR,-13.393263143166953,0.677083333333333,Producer manufacturing,BSE
COCHINSHIP,Cochin Shipyard Limited,INE704P01025,1430,INR,-0.8252999514529503,758781,0.8941318125641629,378836323242,INR,52.50403877221325,27.236,INR,-13.393263143166953,0.677083333333333,Producer manufacturing,NSE
HSCL,Himadri Speciality Chemical Ltd.,INE019C01026,750.6,INR,0.23369166054617077,98617,0.20353264329912055,377840198915,INR,47.15209156526601,15.9187,INR,29.000810372771475,0.106830473392535,Process industries,BSE
HSCL,Himadri Speciality Chemical Ltd.,INE019C01026,751.65,INR,0.13321787783920602,2503579,0.27139323992966913,377840198915,INR,47.21805172532933,15.9187,INR,29.000810372771475,0.106830473392535,Process industries,NSE
EXIDEIND,Exide Industries Limited,INE302A01020,458.45,INR,3.1963984243106336,236316,0.5475176286191236,377612500000,INR,41.82632654550763,10.9608,INR,9.87279343217155,0.450196961170512,Producer manufacturing,BSE
EXIDEIND,Exide Industries Limited,INE302A01020,458.35,INR,3.069485046098501,5887710,0.6920952168210857,377612500000,INR,41.81720312385957,10.9608,INR,9.87279343217155,0.450196961170512,Producer manufacturing,NSE
LTTS,L&T Technology Services Ltd.,INE010V01017,3460,INR,-2.680505161308474,12076,1.0010527799192592,377137501508,INR,27.82021387794484,124.37,INR,3.979600367862223,1.63136725452142,Commercial services,BSE
LTTS,L&T Technology Services Ltd.,INE010V01017,3502,INR,-1.761669658886899,115842,1.0260548235435836,377137501508,INR,28.157915896116425,124.37,INR,3.979600367862223,1.63136725452142,Commercial services,NSE
EMCURE,Emcure Pharmaceuticals Limited,INE168P01015,1970.5,INR,0.5511047609327935,2400,0.3103903158221464,372987042277,INR,40.40261135578903,48.7716,INR,34.07705122636479,0.152563059397884,Health technology,BSE
EMCURE,Emcure Pharmaceuticals Limited,INE168P01015,1978.1,INR,0.4264608823678663,103614,0.6543650863822037,372987042277,INR,40.55843974772203,48.7716,INR,34.07705122636479,0.152563059397884,Health technology,NSE
NHIT,National Highways Infra Trust Units,INE0H7R23014,171,INR,6.875000000000001,1075000,0.2795838751625488,365692141846,INR,46.11899239441178,3.7078,INR,46.10868108917524,6.62514619883041,Miscellaneous,BSE
NHIT,National Highways Infra Trust Units,INE0H7R23014,171.03,INR,-0.5639534883720924,1000000,2.0618556701030926,365692141846,INR,46.12708344570904,3.7078,INR,46.10868108917524,6.62514619883041,Miscellaneous,NSE
PWL,PhysicsWallah Ltd.,INE0LP301011,125.5,INR,-0.19880715705765406,108926,0.347545475632795,365511726562,INR,,-0.0754,INR,,0,Commercial services,BSE
PWL,PhysicsWallah Ltd.,INE0LP301011,126.13,INR,0.07934618741569016,2667639,0.5000940427758622,365511726562,INR,,-0.0754,INR,,0,Commercial services,NSE
KPRMILL,K.P.R. Mill Limited,INE930H01031,1053.6,INR,-0.6787330316742125,7835,0.6691091070574571,363638810620,INR,41.56213017751479,25.35,INR,6.304462690698057,0.469991070169667,Consumer non-durables,BSE
KPRMILL,K.P.R. Mill Limited,INE930H01031,1057.3,INR,-0.6016734041553154,106206,0.3390811038094664,363638810620,INR,41.70808678500986,25.35,INR,6.304462690698057,0.469991070169667,Consumer non-durables,NSE
BAGMANE.RR,Bagmane Prime Office REIT,INE2OVN25015,105.01,INR,-0.11414439265670157,1297743,1.037074856950425,357510000000,INR,,,,,0,Finance,NSE
BAGMANE,Bagmane Prime Office REIT,INE2OVN25015,105.29,INR,0.12362114872576044,740500,42.85127338591608,357510000000,INR,,,,,0,Finance,BSE
DELHIVERY,Delhivery Limited,INE148O01028,472,INR,-0.5268703898840885,108605,0.314413425935308,355426420258,INR,236.47294589178358,1.996,INR,-6.7289719626168285,0,Transportation,BSE
DELHIVERY,Delhivery Limited,INE148O01028,482,INR,2.553191489361702,1756448,0.491962746071982,355426420258,INR,241.48296593186373,1.996,INR,-6.7289719626168285,0,Transportation,NSE
BLUESTARCO,Blue Star Limited,INE472A01039,1685,INR,-2.55609530418691,866482,4.208004553383763,355096719208,INR,65.65438130973672,25.6647,INR,-10.746069338229924,0.492182976259409,Producer manufacturing,NSE
BLUESTARCO,Blue Star Limited,INE472A01039,1684.05,INR,-2.486971627099018,16453,1.1154198162774143,355096719208,INR,65.61736548644636,25.6647,INR,-10.746069338229924,0.492182976259409,Producer manufacturing,BSE
GODFRYPHLP,Godfrey Phillips India Ltd.,INE260B01028,2336.9,INR,4.000890075656435,2227258,2.5952196627514112,350210252839,INR,26.64302856523945,87.7115,INR,14.032624395621824,1.64795920185284,Consumer non-durables,NSE
GODFRYPHLP,Godfrey Phillips India Ltd.,INE260B01028,2305,INR,2.6634598254053174,128368,1.9433502384376669,350210252839,INR,26.279336232991113,87.7115,INR,14.032624395621824,1.64795920185284,Consumer non-durables,BSE
STARHEALTH,Star Health & Allied Insurance Co. Ltd.,INE575P01011,587.3,INR,-0.5419136325148256,8952,0.05130379964467878,348731851959,INR,41.00856061558227,14.3214,INR,44.38787341083007,0,Finance,BSE
STARHEALTH,Star Health & Allied Insurance Co. Ltd.,INE575P01011,587.7,INR,-0.8268646641916937,224540,0.35306297143985665,348731851959,INR,41.03649084586703,14.3214,INR,44.38787341083007,0,Finance,NSE
IREDA,Indian Renewable Energy Development Agency Ltd.,INE202E01016,120.45,INR,-1.9934906427990255,1180167,2.5055304943603818,345254518911,INR,17.198543585350183,7.0035,INR,20.731265838059603,0.48820179007323,Finance,BSE
IREDA,Indian Renewable Energy Development Agency Ltd.,INE202E01016,120.35,INR,-2.154471544715452,16002448,3.980910771161828,345254518911,INR,17.184265010351968,7.0035,INR,20.731265838059603,0.48820179007323,Finance,NSE
ESCORTS,Escorts Kubota Limited,INE042A01014,3097.3,INR,-0.7275641025640966,13803,2.437228519970336,345171837216,INR,24.648257201973582,125.66,INR,-41.417249417249415,1.05164199557036,Producer manufacturing,BSE
ESCORTS,Escorts Kubota Limited,INE042A01014,3101.2,INR,-1.0939244139690698,127346,0.7301648097096909,345171837216,INR,24.679293331211205,125.66,INR,-41.417249417249415,1.05164199557036,Producer manufacturing,NSE
KIMS,Krishna Institute of Medical Sciences Limited,INE967H01025,795,INR,-3.6129970902036805,40007,0.5952244570643013,344531301990,INR,157.2171574346906,5.0567,INR,-46.25791778259576,0,Health services,BSE
KIMS,Krishna Institute of Medical Sciences Limited,INE967H01025,795.9,INR,-3.009992688276876,1148795,1.8321110435088397,344531301990,INR,157.3951391223525,5.0567,INR,-46.25791778259576,0,Health services,NSE
ITCHOTELS,ITC Hotels Ltd,INE379A01028,165.8,INR,0.3631961259080041,586544,3.047733856406126,344107681436,INR,39.969143242852326,4.1482,INR,119.5860462654174,0.605326876513317,Consumer services,BSE
ITCHOTELS,ITC Hotels Ltd,INE379A01028,165.45,INR,0.13920832828954713,1697228,0.7328972870811323,344107681436,INR,39.88476929752663,4.1482,INR,119.5860462654174,0.605326876513317,Consumer services,NSE
DALBHARAT,Dalmia Bharat Ltd.,INE00R701025,1827,INR,-0.9541363981350921,94107,0.31976978288193425,342936197336,INR,36.7290813105869,49.7426,INR,-0.21524616899932614,0.49224710804824,Producer manufacturing,NSE
DALBHARAT,Dalmia Bharat Ltd.,INE00R701025,1800,INR,-1.5505783903519519,1967,0.06218995918289918,342936197336,INR,36.18628700550433,49.7426,INR,-0.21524616899932614,0.49224710804824,Producer manufacturing,BSE
TATAINVEST,Tata Investment Corporation Limited,INE672A01026,674,INR,-0.2958579881656805,14546,0.7217067725130241,342226602892,INR,78.63267806101615,8.5715,INR,38.95823876532002,0.502661147250148,Finance,BSE
TATAINVEST,Tata Investment Corporation Limited,INE672A01026,677.6,INR,0.1403975467376111,231717,0.9196407274511071,342226602892,INR,79.05267456104532,8.5715,INR,38.95823876532002,0.502661147250148,Finance,NSE
HEXT,Hexaware Technologies Limited,INE093A01041,553,INR,-1.1970698588529651,15531,0.1554802508747078,341985657739,INR,25.36697247706422,21.8,INR,6.305682477605093,2.54600678935144,Technology services,BSE
HEXT,Hexaware Technologies Limited,INE093A01041,554.95,INR,-0.8752344377958341,321435,0.19982567201783488,341985657739,INR,25.456422018348626,21.8,INR,6.305682477605093,2.54600678935144,Technology services,NSE
ANANDRATHI,Anand Rathi Wealth Ltd.,INE463V01026,2034,INR,-1.1997862728906505,131979,0.8440330478726024,341447230367,INR,73.15915172790838,27.8024,INR,44.081507853837266,0.316086364520521,Finance,NSE
ANANDRATHI,Anand Rathi Wealth Ltd.,INE463V01026,2031,INR,-1.2351682552032723,5139,0.5120616985023765,341447230367,INR,73.0512473743274,27.8024,INR,44.081507853837266,0.316086364520521,Finance,BSE
HONAUT,Honeywell Automation India Limited,INE671A01010,38190,INR,-0.9852216748768473,3050,0.28381333457404734,341152830897,INR,61.26978132351391,623.3089,INR,7.699831912561357,0.285082661013391,Electronic technology,NSE
HONAUT,Honeywell Automation India Limited,INE671A01010,38100,INR,-0.7554050533993227,124,0.12446050386429793,341152830897,INR,61.12539063696989,623.3089,INR,7.699831912561357,0.285082661013391,Electronic technology,BSE
MANAPPURAM,Manappuram Finance Limited,INE522D01027,355,INR,-2.0959735245449593,288309,0.8775047138154741,340603283065,INR,29.981841983024363,11.8405,INR,-17.592321933157944,0.551571980143409,Finance,BSE
MANAPPURAM,Manappuram Finance Limited,INE522D01027,356.6,INR,-2.3013698630136923,8392284,1.2150680129836453,340603283065,INR,30.11697141168025,11.8405,INR,-17.592321933157944,0.551571980143409,Finance,NSE
KARURVYSYA,Karur Vysya Bank Ltd.,INE036D01028,341.45,INR,-1.9103705831657665,1754151,0.14394784133793467,336681514170,INR,12.02386108734158,28.3977,INR,36.956049944779096,0.746268656716418,Finance,NSE
KARURVYSYA,Karur Vysya Bank Ltd.,INE036D01028,341.55,INR,-1.966130884041322,148882,0.17208318413416207,336681514170,INR,12.027382499286915,28.3977,INR,36.956049944779096,0.746268656716418,Finance,BSE
AEGISVOPAK,Aegis Vopak Terminals Limited,INE0INX01018,296.75,INR,-1.6732935719019255,101717,0.6925502355434725,334391807617,INR,139.8774452038652,2.1215,INR,,0.0662690523525514,Transportation,BSE
AEGISVOPAK,Aegis Vopak Terminals Limited,INE0INX01018,296.15,INR,-1.872100728959587,1038734,0.5124808966873908,334391807617,INR,139.59462644355406,2.1215,INR,,0.0662690523525514,Transportation,NSE
UCOBANK,UCO Bank,INE691A01018,26.32,INR,-0.11385199240987148,161205,0.33340689291166253,329665006910,INR,,,,,1.67364016736402,Finance,BSE
UCOBANK,UCO Bank,INE691A01018,26.33,INR,0.07601672367920781,2213528,0.33692796242503903,329665006910,INR,,,,,1.67364016736402,Finance,NSE
WOCKPHARMA,Wockhardt Limited,INE049B01025,2022.6,INR,-0.28593965687242073,787321,1.4486729346979226,329366372843,INR,154.30153874321982,13.1081,INR,,0,Health technology,NSE
WOCKPHARMA,Wockhardt Limited,INE049B01025,2023.85,INR,-0.15786487753139022,54306,0.8881409485867363,329366372843,INR,154.39689962694823,13.1081,INR,,0,Health technology,BSE
MINDSPACE,Mindspace Business Parks REIT,INE0CCU25019,494.15,INR,0.10128633647320977,25245,3.768810462199909,326793102179,INR,46.971540465010165,10.5202,INR,31.174563591022462,4.87997569127925,Finance,BSE
MINDSPACE.RR,Mindspace Business Parks REIT,INE0CCU25019,493.67,INR,0.10544459089527297,179777,1.75855940103512,326793102179,INR,46.925913956008436,10.5202,INR,31.174563591022462,4.87997569127925,Finance,NSE
NUVAMA,Nuvama Wealth Management Limited,INE531F01023,1694.2,INR,-4.049385512827774,309828,0.44257355691991496,322483775950,INR,29.216389597847833,57.988,INR,4.010618453149657,1.585414189457,Finance,NSE
NUVAMA,Nuvama Wealth Management Limited,INE531F01023,1694,INR,-4.082441537851759,54310,1.1178416250383352,322483775950,INR,29.212940608401738,57.988,INR,4.010618453149657,1.585414189457,Finance,BSE
KIRLOSENG,Kirloskar Oil Engines Limited,INE146L01010,2270.35,INR,2.556747600225857,23809,0.5493438053750738,322114575787,INR,57.59386098427194,39.42,INR,17.391304347826097,0.316205533596838,Producer manufacturing,BSE
KIRLOSENG,Kirloskar Oil Engines Limited,INE146L01010,2273.9,INR,2.188567319791492,489300,1.3336705896334027,322114575787,INR,57.68391679350584,39.42,INR,17.391304347826097,0.316205533596838,Producer manufacturing,NSE
SCHNEIDER,Schneider Electric Infrastructure Limited,INE839M01018,1328.5,INR,-1.3734224201930216,17214,0.5468581231336174,322073134369,INR,149.4207625688899,8.891,INR,-20.64370442435224,0,Producer manufacturing,BSE
SCHNEIDER,Schneider Electric Infrastructure Limited,INE839M01018,1333.9,INR,-0.9063219671643873,148573,0.5420815262185642,322073134369,INR,150.02811832189855,8.891,INR,-20.64370442435224,0,Producer manufacturing,NSE
CRISIL,CRISIL Limited,INE007A01025,4357.2,INR,-1.5299780786006423,19668,0.19155774587529462,321965842445,INR,36.032340787283324,120.9247,INR,21.52454515488451,1.43095635583115,Technology services,NSE
CRISIL,CRISIL Limited,INE007A01025,4334,INR,-1.5592881559969483,1284,0.1525121748426179,321965842445,INR,35.84048585607407,120.9247,INR,21.52454515488451,1.43095635583115,Technology services,BSE
LALPATHLAB,Dr. Lal PathLabs Limited,INE600L01024,1869.9,INR,-1.3297451321829887,39138,1.2809074812877803,317690336879,INR,57.72187065905232,32.395,INR,5.435313262815302,0.844282623608253,Health services,BSE
LALPATHLAB,Dr. Lal PathLabs Limited,INE600L01024,1889.4,INR,-0.5788255104188592,500180,0.7018112983789644,317690336879,INR,58.32381540361167,32.395,INR,5.435313262815302,0.844282623608253,Health services,NSE
HFCL,HFCL Limited,INE548A01028,202.78,INR,0.12838238198695975,19636718,0.5794964272825418,311248035660,INR,52.74685256476954,3.8444,INR,1536.6113239676456,0.049176297024834,Electronic technology,NSE
HFCL,HFCL Limited,INE548A01028,202.7,INR,-0.319645930661424,1243727,0.5728569353910904,311248035660,INR,52.726043075642494,3.8444,INR,1536.6113239676456,0.049176297024834,Electronic technology,BSE
CUPID,Cupid Limited,INE509F01029,237.99,INR,3.048278848235558,28917322,1.197605612267701,310616637085,INR,300.2649507948524,0.7926,INR,163.67265469061877,0,Consumer non-durables,NSE
CUPID,Cupid Limited,INE509F01029,238,INR,3.0303030303030303,3268940,1.5738503219206468,310616637085,INR,300.2775674993692,0.7926,INR,163.67265469061877,0,Consumer non-durables,BSE
TATATECH,Tata Technologies Limited,INE142M01025,762.55,INR,-0.16365540717465304,443846,0.48623462146592106,310304828242,INR,55.56162746641019,13.7244,INR,-18.6620281746902,1.09264590421356,Technology services,NSE
TATATECH,Tata Technologies Limited,INE142M01025,755,INR,-1.2038733315885952,68058,0.8801870614131517,310304828242,INR,55.01151234298039,13.7244,INR,-18.6620281746902,1.09264590421356,Technology services,BSE
IKS,Inventurus Knowledge Solutions Limited,INE115Q01022,1845.9,INR,-0.027079722703639515,143965,1.453755792454183,309168402074,INR,43.720985315016584,42.22,INR,,0,Commercial services,NSE
IKS,Inventurus Knowledge Solutions Limited,INE115Q01022,1840,INR,-0.21691973969631237,136916,17.466448946267285,309168402074,INR,43.581241117953574,42.22,INR,,0,Commercial services,BSE
JUBLFOOD,Jubilant Foodworks Limited,INE797F01020,465,INR,-1.0638297872340425,2099849,1.0426591985713944,308147715332,INR,71.36937102863985,6.5154,INR,103.2632432769701,0.256959314775161,Consumer services,NSE
JUBLFOOD,Jubilant Foodworks Limited,INE797F01020,465.1,INR,-0.40685224839399936,77386,0.09982979423859818,308147715332,INR,71.38471928047396,6.5154,INR,103.2632432769701,0.256959314775161,Consumer services,BSE
MRPL,Mangalore Refinery & Petrochemicals Ltd.,INE103A01014,169.64,INR,-2.5393542456624245,4545273,0.3237120726069703,305039818636,INR,9.465725525207151,17.9215,INR,,2.298190175237,Energy minerals,NSE
MRPL,Mangalore Refinery & Petrochemicals Ltd.,INE103A01014,169.8,INR,-2.3014959723820483,297679,0.42882037554753366,305039818636,INR,9.474653349329017,17.9215,INR,,2.298190175237,Energy minerals,BSE
TVSHLTD,TVS Holdings Limited,INE105A01035,14827,INR,0.06343807364215281,249,0.29373599150642915,300452545472,INR,15.224468237161215,973.8928,INR,53.59592821896169,0.579112879874481,Producer manufacturing,BSE
TVSHLTD,TVS Holdings Limited,INE105A01035,14790,INR,-0.31005661903478027,2212,0.11965682509114907,300452545472,INR,15.186476376044673,973.8928,INR,53.59592821896169,0.579112879874481,Producer manufacturing,NSE
STLTECH,Sterlite Technologies Limited,INE089C01029,604.45,INR,3.3424517011455066,4970340,2.06240784375072,300278339955,INR,131.01198604157184,4.6137,INR,,0,Technology services,NSE
STLTECH,Sterlite Technologies Limited,INE089C01029,605.95,INR,3.705288379257247,334892,2.3250027423052306,300278339955,INR,131.3371047098858,4.6137,INR,,0,Technology services,BSE
RRKABEL,RR Kabel Ltd.,INE777K01022,2637,INR,0.26425353130167933,41111,0.5151928699341958,297473143937,INR,49.094808647537626,53.7124,INR,80.22722849684256,0.361209862930363,Producer manufacturing,BSE
RRKABEL,RR Kabel Ltd.,INE777K01022,2641.1,INR,0.34955735400280474,499327,0.46186234323497977,297473143937,INR,49.17114111452849,53.7124,INR,80.22722849684256,0.361209862930363,Producer manufacturing,NSE
GRSE,Garden Reach Shipbuilders & Engineers Ltd.,INE382Z01011,2546.9,INR,-1.3861462810237244,465645,1.1625308767421922,295727459429,INR,36.440977463511096,69.8911,INR,42.86932027244701,0.68949488689185,Producer manufacturing,NSE
GRSE,Garden Reach Shipbuilders & Engineers Ltd.,INE382Z01011,2546.65,INR,-1.3538115897117997,30399,0.866989707010584,295727459429,INR,36.43740047016001,69.8911,INR,42.86932027244701,0.68949488689185,Producer manufacturing,BSE
CHOLAHLDNG,Cholamandalam Financial Holdings Ltd,INE149A01033,1549.4,INR,-1.2775176017076018,4487,0.06631629042603819,295627448730,INR,11.917563137548091,130.0098,INR,12.312495464644977,0.0825737605996125,Finance,BSE
CHOLAHLDNG,Cholamandalam Financial Holdings Ltd,INE149A01033,1545.9,INR,-1.8226851263812918,178999,0.6866209811830277,295627448730,INR,11.890642090057826,130.0098,INR,12.312495464644977,0.0825737605996125,Finance,NSE
ABSLAMC,Aditya Birla Sun Life Amc Limited,INE404A01024,995.6,INR,-2.181175083513454,318393,0.6934389950837492,292156401062,INR,28.610264176535335,34.7987,INR,3.4751709782931726,2.52475247524752,Technology services,NSE
ABSLAMC,Aditya Birla Sun Life Amc Limited,INE404A01024,992,INR,-1.782178217821782,18886,0.46603561276058114,292156401062,INR,28.50681203608181,34.7987,INR,3.4751709782931726,2.52475247524752,Technology services,BSE
NIACL,New India Assurance Co. Ltd.,INE470Y01017,172.1,INR,-1.6571428571428606,39758,0.6068172695207031,288976810059,INR,36.86803770351328,4.668,INR,-35.76529839963672,0.855431993156544,Finance,BSE
NIACL,New India Assurance Co. Ltd.,INE470Y01017,171.77,INR,-2.103043428701697,617415,0.6326293564448856,288976810059,INR,36.797343616109686,4.668,INR,-35.76529839963672,0.855431993156544,Finance,NSE
SHYAMMETL,Shyam Metalics & Energy Ltd.,INE810G01011,1018.5,INR,0.38438793613246375,2276,0.13931395832823248,285133170410,INR,25.490794782208255,39.9556,INR,20.812520409767647,0.440528634361234,Producer manufacturing,BSE
SHYAMMETL,Shyam Metalics & Energy Ltd.,INE810G01011,1019.8,INR,-0.5170227294898015,407730,1.1409867003816443,285133170410,INR,25.523330897296,39.9556,INR,20.812520409767647,0.440528634361234,Producer manufacturing,NSE
